"up"	"dbcode"	"pdbct"	"phmin"	"phmax"	"nonpolyct"	"phrange"	"name"
"http://purl.uniprot.org/uniprot/O29362"	"ENDA_ARCFU"	5	5.6	6.6	1	1	"tRNA-splicing endonuclease"
"http://purl.uniprot.org/uniprot/O29370"	"O29370_ARCFU"	2	4.6	7.5	5	2.9	"F420-dependent NADP reductase"
"http://purl.uniprot.org/uniprot/O29386"	"RUXX_ARCFU"	2	4.3	4.4	3	0.100000000000001	"Putative snRNP Sm-like protein"
"http://purl.uniprot.org/uniprot/O29424"	"O29424_ARCFU"	3	5.6	7.5	4	1.9	NA
"http://purl.uniprot.org/uniprot/O29428"	"O29428_ARCFU"	2	8.4	8.4	3	0	"Ferric-chelate reductase (NAD(P)H)"
"http://purl.uniprot.org/uniprot/O29432"	"O29432_ARCFU"	2	5	5.5	5	0.5	NA
"http://purl.uniprot.org/uniprot/O29494"	"RL7A_ARCFU"	6	6.5	8.5	3	2	"50S ribosomal protein L7Ae"
"http://purl.uniprot.org/uniprot/O29537"	"CBIX_ARCFU"	4	6.8	6.8	4	0	"Sirohydrochlorin cobaltochelatase"
"http://purl.uniprot.org/uniprot/O29598"	"O29598_ARCFU"	2	8.9	8.9	3	0	NA
"http://purl.uniprot.org/uniprot/O29634"	"RNH2_ARCFU"	3	8.5	9.2	2	0.699999999999999	"Ribonuclease HII"
"http://purl.uniprot.org/uniprot/O29689"	"ISCS2_ARCFU"	4	6.5	7.5	10	1	"Cysteine desulfurase IscS 2"
"http://purl.uniprot.org/uniprot/O29756"	"ECX2_ARCFU"	4	4.6	6.2	2	1.6	"Exosome complex component Rrp42"
"http://purl.uniprot.org/uniprot/O29757"	"ECX1_ARCFU"	4	4.6	6.2	2	1.6	"Exosome complex component Rrp41"
"http://purl.uniprot.org/uniprot/O29759"	"Y491_ARCFU"	2	7.8	9.5	1	1.7	"Ribosome maturation protein SDO1 homolog"
"http://purl.uniprot.org/uniprot/O29760"	"PSMA_ARCFU"	2	4.6	6.5	2	1.9	"Proteasome subunit alpha"
"http://purl.uniprot.org/uniprot/O29777"	"O29777_ARCFU"	3	4.6	8.5	1	3.9	"Probable copper-exporting P-type ATPase A"
"http://purl.uniprot.org/uniprot/O29777"	"COPA_ARCFU"	6	4.5	5.5	5	1	"Probable copper-exporting P-type ATPase A"
"http://purl.uniprot.org/uniprot/O29844"	"PCRB_ARCFU"	2	6	6	4	0	"Geranylgeranylglyceryl phosphate synthase"
"http://purl.uniprot.org/uniprot/O29867"	"O29867_ARCFU"	3	4.6	9.4	4	4.8	NA
"http://purl.uniprot.org/uniprot/O29873"	"O29873_ARCFU"	2	8.5	9	5	0.5	NA
"http://purl.uniprot.org/uniprot/O29883"	"LONH_ARCFU"	7	6	6.5	2	0.5	"Archaeal Lon protease"
"http://purl.uniprot.org/uniprot/O29889"	"O29889_ARCFU"	3	5.2	9.8	3	4.6	NA
"http://purl.uniprot.org/uniprot/O29903"	"SOR_ARCFU"	6	4.6	7	5	2.4	"Putative superoxide reductase"
"http://purl.uniprot.org/uniprot/O29912"	"PCNA_ARCFU"	4	9	9.2	1	0.199999999999999	"DNA polymerase sliding clamp"
"http://purl.uniprot.org/uniprot/O29917"	"AMZA_ARCFU"	3	4	7.5	4	3.5	"Archaemetzincin"
"http://purl.uniprot.org/uniprot/O29975"	"FEN_ARCFU"	3	4.8	9	1	4.2	"Flap endonuclease 1"
"http://purl.uniprot.org/uniprot/O29976"	"O29976_ARCFU"	3	7	7	5	0	"Bifunctional IPC transferase and DIPP synthase"
"http://purl.uniprot.org/uniprot/O30033"	"O30033_ARCFU"	3	4.6	5.6	2	1	"Exosome complex component Csl4"
"http://purl.uniprot.org/uniprot/O30077"	"O30077_ARCFU"	4	6.9	7.5	4	0.6	"Tat proofreading chaperone TtrD"
"http://purl.uniprot.org/uniprot/O30085"	"COPB_ARCFU"	2	8.5	8.5	4	0	"Copper-exporting P-type ATPase B"
"http://purl.uniprot.org/uniprot/O30124"	"NPD2_ARCFU"	3	5.5	7.4	13	1.9	"NAD-dependent protein deacylase 2"
"http://purl.uniprot.org/uniprot/O30126"	"O30126_ARCFU"	4	8	8	2	0	"O-phosphoserine--tRNA(Cys) ligase"
"http://purl.uniprot.org/uniprot/O30142"	"Y094_ARCFU"	4	8.4	8.4	7	0	"Molybdate/tungstate-binding protein WtpA"
"http://purl.uniprot.org/uniprot/O30207"	"Y028_ARCFU"	2	4.4	4.4	3	0	"O-phospho-L-seryl-tRNA:Cys-tRNA synthase 1"
"http://purl.uniprot.org/uniprot/O30245"	"O30245_ARCFU"	5	3.68	3.85	7	0.17	"RIO-type serine/threonine-protein kinase Rio2"
"http://purl.uniprot.org/uniprot/O30297"	"PPNK_ARCFU"	4	7	7.5	7	0.5	"NAD kinase"
"http://purl.uniprot.org/uniprot/O30298"	"SUHB_ARCFU"	5	8	8	7	0	"Fructose-1,6-bisphosphatase/inositol-1-monophosphatase"
"http://purl.uniprot.org/uniprot/O30409"	"TYCC_BREPA"	8	6.5	6.5	7	0	"Tyrocidine synthase 3"
"http://purl.uniprot.org/uniprot/O30463"	"O30463_MYCAV"	2	6.5	7	4	0.5	"Dihydrofolate reductase"
"http://purl.uniprot.org/uniprot/O30478"	"O30478_STRHY"	2	6.5	6.5	5	0	"3-hydroxybenzoate synthase"
"http://purl.uniprot.org/uniprot/O30511"	"O30511_HELPY"	3	5.5	5.5	4	0	"Alpha-(1,3)-fucosyltransferase FucT"
"http://purl.uniprot.org/uniprot/O30595"	"O30595_ECOLX"	2	5.5	5.5	3	0	NA
"http://purl.uniprot.org/uniprot/O30642"	"MTMB1_METBA"	5	7.5	7.5	6	0	"Monomethylamine methyltransferase MtmB1"
"http://purl.uniprot.org/uniprot/O30700"	"O30700_9BACI"	5	8.5	8.5	6	0	"Beta-xylanase"
"http://purl.uniprot.org/uniprot/O30881"	"CYC6_SYNP2"	3	6.2	6.5	4	0.3	"Cytochrome c6"
"http://purl.uniprot.org/uniprot/O30989"	"O30989_PSEFL"	2	8.2	8.3	3	0.100000000000001	NA
"http://purl.uniprot.org/uniprot/O31097"	"PHYC_BACSU"	2	7.5	7.5	4	0	"3-phytase"
"http://purl.uniprot.org/uniprot/O31156"	"O31156_BACCE"	8	5.6	8.5	7	2.9	"Phosphonoacetaldehyde hydrolase"
"http://purl.uniprot.org/uniprot/O31168"	"PRXC_STRAU"	2	7.8	7.8	3	0	"Non-heme chloroperoxidase"
"http://purl.uniprot.org/uniprot/O31246"	"O31246_RHIRD"	3	6	6	7	0	NA
"http://purl.uniprot.org/uniprot/O31302"	"O31302_CORAM"	2	6.5	6.5	3	0	"Holo-[acyl-carrier-protein] synthase"
"http://purl.uniprot.org/uniprot/O31408"	"ARGR_BACST"	2	5	6.5	2	1.5	"Arginine repressor"
"http://purl.uniprot.org/uniprot/O31440"	"CYPC_BACSU"	3	6.8	8.1	3	1.3	"Fatty-acid peroxygenase"
"http://purl.uniprot.org/uniprot/O31465"	"GLSA1_BACSU"	3	7.5	7.5	3	0	"Glutaminase 1"
"http://purl.uniprot.org/uniprot/O31466"	"RTPA_BACSU"	4	6.5	9	3	2.5	"Tryptophan RNA-binding attenuator protein inhibitory protein"
"http://purl.uniprot.org/uniprot/O31526"	"O31526_BACSU"	3	8.4	8.4	4	0	"Rhamnogalacturonan endolyase YesW"
"http://purl.uniprot.org/uniprot/O31602"	"SPX_BACSU"	3	5	5.6	3	0.6	"Regulatory protein Spx"
"http://purl.uniprot.org/uniprot/O31616"	"GLOX_BACSU"	4	7.15	8.2	6	1.05	"Glycine oxidase"
"http://purl.uniprot.org/uniprot/O31618"	"THIG_BACSU"	2	7	7.15	2	0.15	"Thiazole synthase"
"http://purl.uniprot.org/uniprot/O31662"	"MTNA_BACSU"	2	7.4	7.4	3	0	"Methylthioribose-1-phosphate isomerase"
"http://purl.uniprot.org/uniprot/O31663"	"MTNK_BACSU"	6	7.5	7.5	8	0	"Methylthioribose kinase"
"http://purl.uniprot.org/uniprot/O31671"	"KIND_BACSU"	4	5.5	7	4	1.5	"Sporulation kinase D"
"http://purl.uniprot.org/uniprot/O31678"	"QUEF_BACSU"	2	7.4	7.4	7	0	"NADPH-dependent 7-cyano-7-deazaguanine reductase"
"http://purl.uniprot.org/uniprot/O31691"	"GLCT_BACSU"	2	6	6	4	0	"PtsGHI operon antiterminator"
"http://purl.uniprot.org/uniprot/O31728"	"SEPF_BACSU"	2	NA	NA	1	NA	"Cell division protein SepF"
"http://purl.uniprot.org/uniprot/O31742"	"RL19_BACSU"	3	NA	NA	0	NA	"50S ribosomal protein L19"
"http://purl.uniprot.org/uniprot/O31796"	"HFQ_BACSU"	2	6.5	6.5	1	0	"RNA-binding protein Hfq"
"http://purl.uniprot.org/uniprot/O31801"	"YNCF_BACSU"	6	4.6	7.5	12	2.9	"Probable deoxyuridine 5'-triphosphate nucleotidohydrolase YncF"
"http://purl.uniprot.org/uniprot/O31806"	"YNDB_BACSU"	2	NA	NA	0	NA	"Uncharacterized protein YndB"
"http://purl.uniprot.org/uniprot/O31818"	"YNZC_BACSU"	3	4	4	1	0	"UPF0291 protein YnzC"
"http://purl.uniprot.org/uniprot/O31835"	"YOBA_BACSU"	2	6	6	2	0	"Uncharacterized protein YobA"
"http://purl.uniprot.org/uniprot/O31851"	"YOJM_BACSU"	4	4.6	8.5	4	3.9	"Superoxide dismutase-like protein YojM"
"http://purl.uniprot.org/uniprot/O32080"	"KTRA_BACSU"	3	5.6	7.5	4	1.9	"Ktr system potassium uptake protein A"
"http://purl.uniprot.org/uniprot/O32080"	"O32080_BACSU"	6	5.2	8.8	4	3.6	"Ktr system potassium uptake protein A"
"http://purl.uniprot.org/uniprot/O32085"	"CDOA_BACSU"	2	6	6	3	0	"Cysteine dioxygenase"
"http://purl.uniprot.org/uniprot/O32142"	"PUCM_BACSU"	3	4.2	4.2	4	0	"5-hydroxyisourate hydrolase"
"http://purl.uniprot.org/uniprot/O32163"	"NIFU_BACSU"	2	NA	NA	1	NA	"Zinc-dependent sulfurtransferase SufU"
"http://purl.uniprot.org/uniprot/O32210"	"O32210_BACSU"	2	7.5	7.5	4	0	"Glyoxal reductase"
"http://purl.uniprot.org/uniprot/O32218"	"BDBD_BACSU"	4	6.5	6.5	4	0	"Disulfide bond formation protein D"
"http://purl.uniprot.org/uniprot/O32220"	"COPA_BACSU"	8	NA	NA	2	NA	"Copper-exporting P-type ATPase A"
"http://purl.uniprot.org/uniprot/O32221"	"COPZ_BACSU"	4	4.6	7	5	2.4	"Copper chaperone CopZ"
"http://purl.uniprot.org/uniprot/O32223"	"YVAA_BACSU"	2	6.5	6.5	1	0	"scyllo-inositol 2-dehydrogenase (NADP(+))"
"http://purl.uniprot.org/uniprot/O32243"	"OPUCC_BACSU"	5	7	7.5	5	0.5	"Glycine betaine/carnitine/choline-binding protein OpuCC"
"http://purl.uniprot.org/uniprot/O32253"	"CGGR_BACSU"	5	6.5	6.6	8	0.0999999999999996	"Central glycolytic genes regulator"
"http://purl.uniprot.org/uniprot/O32293"	"O32293_BACSU"	2	7.5	8	3	0.5	"Uncharacterized N-acetyltransferase YycN"
"http://purl.uniprot.org/uniprot/O32393"	"O32393"	6	NA	NA	7	NA	NA
"http://purl.uniprot.org/uniprot/O32445"	"NAGA_VIBCH"	2	7.5	8.5	4	1	"N-acetylglucosamine-6-phosphate deacetylase"
"http://purl.uniprot.org/uniprot/O32449"	"PIP_SERMA"	4	6.5	6.5	4	0	"Proline iminopeptidase"
"http://purl.uniprot.org/uniprot/O32462"	"MALQ_THELI"	3	7.5	8	7	0.5	"4-alpha-glucanotransferase"
"http://purl.uniprot.org/uniprot/O32583"	"THIS_ECOLI"	2	7.3	7.3	4	0	"Sulfur carrier protein ThiS"
"http://purl.uniprot.org/uniprot/O32726"	"SP2AA_BACST"	4	5.6	11	5	5.4	"Anti-sigma F factor antagonist"
"http://purl.uniprot.org/uniprot/O32727"	"SP2AB_BACST"	5	5.6	11	5	5.4	"Anti-sigma F factor"
"http://purl.uniprot.org/uniprot/O33194"	"O33194_MYCTU"	2	7.5	8	4	0.5	"D,L-glycerol 3-phosphate phosphatase"
"http://purl.uniprot.org/uniprot/O33199"	"O33199_MYCTU"	5	7.5	8	6	0.5	NA
"http://purl.uniprot.org/uniprot/O33244"	"O33244_MYCTU"	4	5.8	5.8	2	0	NA
"http://purl.uniprot.org/uniprot/O33244"	"PSA_MYCTU"	4	5.6	5.8	4	0.2	NA
"http://purl.uniprot.org/uniprot/O33245"	"PSB_MYCTU"	4	5.6	5.8	4	0.2	NA
"http://purl.uniprot.org/uniprot/O33245"	"O33245_MYCTU"	5	5.8	5.8	2	0	NA
"http://purl.uniprot.org/uniprot/O33246"	"PUP_MYCTU"	2	4.5	7	1	2.5	NA
"http://purl.uniprot.org/uniprot/O33272"	"O33272_MYCTU"	3	4.3	5.5	4	1.2	NA
"http://purl.uniprot.org/uniprot/O33336"	"O33336_MYCTU"	2	4.5	6.5	7	2	NA
"http://purl.uniprot.org/uniprot/O33599"	"LYTM_STAAU"	4	4.5	6.8	6	2.3	"Glycyl-glycine endopeptidase LytM"
"http://purl.uniprot.org/uniprot/O33635"	"ATL_STAEP"	2	7	10.5	5	3.5	"Bifunctional autolysin"
"http://purl.uniprot.org/uniprot/O33818"	"HCRC_THAAR"	2	7.5	7.5	10	0	"4-hydroxybenzoyl-CoA reductase subunit gamma"
"http://purl.uniprot.org/uniprot/O33819"	"HCRA_THAAR"	2	7.5	7.5	10	0	"4-hydroxybenzoyl-CoA reductase subunit alpha"
"http://purl.uniprot.org/uniprot/O33820"	"HCRB_THAAR"	2	7.5	7.5	10	0	"4-hydroxybenzoyl-CoA reductase subunit beta"
"http://purl.uniprot.org/uniprot/O33832"	"SUHB_THEMA"	2	5.6	8	3	2.4	"Fructose-1,6-bisphosphatase/inositol-1-monophosphatase"
"http://purl.uniprot.org/uniprot/O33833"	"BFRA_THEMA"	2	4.2	4.2	5	0	"Beta-fructosidase"
"http://purl.uniprot.org/uniprot/O33838"	"O33838"	2	4.8	4.8	4	0	NA
"http://purl.uniprot.org/uniprot/O33839"	"O33839_THEMA"	10	4.5	4.5	15	0	NA
"http://purl.uniprot.org/uniprot/O33840"	"PULA_THEMA"	3	NA	NA	1	NA	"Pullulanase"
"http://purl.uniprot.org/uniprot/O33853"	"O33853_RHOSO"	6	8.5	8.5	8	0	NA
"http://purl.uniprot.org/uniprot/O33877"	"FABA_PSEAE"	7	4.5	8	10	3.5	"3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase"
"http://purl.uniprot.org/uniprot/O33897"	"O33897_RHOMR"	3	6.5	6.5	4	0	NA
"http://purl.uniprot.org/uniprot/O34142"	"O34142_ALCFA"	2	7.5	7.5	2	0	NA
"http://purl.uniprot.org/uniprot/O34153"	"GLPK_ENTCA"	8	4.5	7.5	5	3	"Glycerol kinase"
"http://purl.uniprot.org/uniprot/O34340"	"FABF_BACSU"	4	8	8	8	0	"3-oxoacyl-[acyl-carrier-protein] synthase 2"
"http://purl.uniprot.org/uniprot/O34393"	"O34393_ARCFU"	2	7.5	7.5	5	0	NA
"http://purl.uniprot.org/uniprot/O34453"	"NOSO_BACSU"	76	6.5	7.6	71	1.1	"Nitric oxide synthase oxygenase"
"http://purl.uniprot.org/uniprot/O34525"	"SPPA_BACSU"	2	8.5	8.5	1	0	"Putative signal peptide peptidase SppA"
"http://purl.uniprot.org/uniprot/O34559"	"YTER_BACSU"	2	7.5	7.5	2	0	"Unsaturated rhamnogalacturonyl hydrolase YteR"
"http://purl.uniprot.org/uniprot/O34587"	"O34587_BACSU"	3	5.2	5.2	4	0	NA
"http://purl.uniprot.org/uniprot/O34598"	"GUAD_BACSU"	2	5.5	6.5	3	1	"Guanine deaminase"
"http://purl.uniprot.org/uniprot/O34627"	"PHOT_BACSU"	4	4.6	8	6	3.4	"Blue-light photoreceptor"
"http://purl.uniprot.org/uniprot/O34667"	"LUXS_BACSU"	7	7	8	10	1	"S-ribosylhomocysteine lyase"
"http://purl.uniprot.org/uniprot/O34687"	"RL32_BACSU"	3	NA	NA	0	NA	"50S ribosomal protein L32"
"http://purl.uniprot.org/uniprot/O34714"	"OXDC_BACSU"	10	7.5	8.5	11	1	"Oxalate decarboxylase OxdC"
"http://purl.uniprot.org/uniprot/O34723"	"DESR_BACSU"	4	7.25	8	9	0.75	"Transcriptional regulatory protein DesR"
"http://purl.uniprot.org/uniprot/O34757"	"O34757_BACSU"	4	6.5	9	7	2.5	"Sensor histidine kinase DesK"
"http://purl.uniprot.org/uniprot/O34757"	"DESK_BACSU"	3	6	9.5	5	3.5	"Sensor histidine kinase DesK"
"http://purl.uniprot.org/uniprot/O34777"	"OHRR_BACSU"	2	3.7	4.5	1	0.8	"Organic hydroperoxide resistance transcriptional regulator"
"http://purl.uniprot.org/uniprot/O34790"	"PCRB_BACSU"	5	7.5	7.5	7	0	"Heptaprenylglyceryl phosphate synthase"
"http://purl.uniprot.org/uniprot/O34816"	"YKUD_BACSU"	6	NA	NA	5	NA	"Putative L,D-transpeptidase YkuD"
"http://purl.uniprot.org/uniprot/O34835"	"FAPR_BACSU"	2	7.5	7.5	2	0	"Transcription factor FapR"
"http://purl.uniprot.org/uniprot/O34840"	"YFKE_BACSU"	2	4	4	1	0	"Ca(2+)/H(+) antiporter ChaA"
"http://purl.uniprot.org/uniprot/O34911"	"O34911_BACSU"	3	6.5	8.5	4	2	"Putative HMP/thiamine-binding protein YkoF"
"http://purl.uniprot.org/uniprot/O34918"	"O34918_BACSU"	2	4.4	4.4	3	0	"Expansin-YoaJ"
"http://purl.uniprot.org/uniprot/O34918"	"YOAJ_BACSU"	4	4.6	4.6	7	0	"Expansin-YoaJ"
"http://purl.uniprot.org/uniprot/O34919"	"YOSS_BACSU"	4	5.5	8.5	6	3	"SPBc2 prophage-derived deoxyuridine 5'-triphosphate nucleotidohydrolase YosS"
"http://purl.uniprot.org/uniprot/O34925"	"DEOD_BACSU"	14	4.2	7.5	17	3.3	"Purine nucleoside phosphorylase DeoD-type"
"http://purl.uniprot.org/uniprot/O34926"	"CYPX_BACSU"	4	6.5	6.5	6	0	"Pulcherriminic acid synthase"
"http://purl.uniprot.org/uniprot/O34928"	"PDAA_BACSU"	4	7.5	7.5	4	0	"Peptidoglycan-N-acetylmuramic acid deacetylase PdaA"
"http://purl.uniprot.org/uniprot/O34974"	"O34974_BACSU"	2	7	7	3	0	"Putative monooxygenase MoxC"
"http://purl.uniprot.org/uniprot/O34994"	"O34994_BACSU"	3	7.5	7.5	5	0	"Transcriptional repressor CcpN"
"http://purl.uniprot.org/uniprot/O35000"	"NAGB_BACSU"	2	NA	NA	3	NA	"Glucosamine-6-phosphate deaminase 1"
"http://purl.uniprot.org/uniprot/O35002"	"CTPB_BACSU"	6	NA	NA	1	NA	"Carboxy-terminal processing protease CtpB"
"http://purl.uniprot.org/uniprot/O35013"	"YTKD_BACSU"	4	7.5	8.3	4	0.800000000000001	"Putative 8-oxo-dGTP diphosphatase YtkD"
"http://purl.uniprot.org/uniprot/O35014"	"O35014_BACSU"	2	8	8.5	4	0.5	"Uncharacterized EAL-domain containing protein YkuI"
"http://purl.uniprot.org/uniprot/O35031"	"ACYP_BACSU"	4	5.5	5.5	3	0	"Acylphosphatase"
"http://purl.uniprot.org/uniprot/O35179"	"SH3G2_RAT"	3	4.6	8	2	3.4	"Endophilin-A1"
"http://purl.uniprot.org/uniprot/O35235"	"TNF11_MOUSE"	7	4.1	7.5	4	3.4	"Tumor necrosis factor ligand superfamily member 11"
"http://purl.uniprot.org/uniprot/O35274"	"NEB2_RAT"	3	6.5	6.5	4	0	"Neurabin-2"
"http://purl.uniprot.org/uniprot/O35305"	"TNR11_MOUSE"	4	4.6	6.5	7	1.9	"Tumor necrosis factor receptor superfamily member 11A"
"http://purl.uniprot.org/uniprot/O35431"	"APBA2_RAT"	2	6.5	7.5	1	1	"Amyloid beta A4 precursor protein-binding family A member 2"
"http://purl.uniprot.org/uniprot/O35433"	"TRPV1_RAT"	7	5	6	4	1	"Transient receptor potential cation channel subfamily V member 1"
"http://purl.uniprot.org/uniprot/O35464"	"SEM6A_MOUSE"	3	6	7.4	4	1.4	"Semaphorin-6A"
"http://purl.uniprot.org/uniprot/O35486"	"CRBS_MOUSE"	3	NA	NA	0	NA	"Beta-crystallin S"
"http://purl.uniprot.org/uniprot/O35615"	"FOG1_MOUSE"	2	NA	NA	1	NA	"Zinc finger protein ZFPM1"
"http://purl.uniprot.org/uniprot/O35627"	"NR1I3_MOUSE"	2	6.5	7.2	4	0.7	"Nuclear receptor subfamily 1 group I member 3"
"http://purl.uniprot.org/uniprot/O35685"	"NUDC_MOUSE"	2	NA	NA	0	NA	"Nuclear migration protein nudC"
"http://purl.uniprot.org/uniprot/O35718"	"SOCS3_MOUSE"	4	4.2	6.5	3	2.3	"Suppressor of cytokine signaling 3"
"http://purl.uniprot.org/uniprot/O35795"	"ENTP2_RAT"	8	7.2	7.5	9	0.3	"Ectonucleoside triphosphate diphosphohydrolase 2"
"http://purl.uniprot.org/uniprot/O35820"	"DNPH1_RAT"	3	6.5	7.6	5	1.1	"2'-deoxynucleoside 5'-phosphate N-hydrolase 1"
"http://purl.uniprot.org/uniprot/O35820"	"RCL_RAT"	5	7.6	7.6	6	0	"2'-deoxynucleoside 5'-phosphate N-hydrolase 1"
"http://purl.uniprot.org/uniprot/O35867"	"NEB1_RAT"	3	7.9	7.9	4	0	"Neurabin-1"
"http://purl.uniprot.org/uniprot/O35904"	"PK3CD_MOUSE"	2	6.5	6.5	3	0	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
"http://purl.uniprot.org/uniprot/O35963"	"RB33B_MOUSE"	2	6	7	5	1	"Ras-related protein Rab-33B"
"http://purl.uniprot.org/uniprot/O35987"	"NSF1C_RAT"	5	5.5	5.5	2	0	"NSFL1 cofactor p47"
"http://purl.uniprot.org/uniprot/O36030"	"YEKI_SCHPO"	5	5.5	7.75	5	2.25	"Uncharacterized WD repeat-containing protein C4F10.18"
"http://purl.uniprot.org/uniprot/O36607"	"O36607_HHV8"	2	7.5	8	3	0.5	NA
"http://purl.uniprot.org/uniprot/O37061"	"O37061_9REOV"	9	7	7	2	0	"RNA-directed RNA polymerase"
"http://purl.uniprot.org/uniprot/O38716"	"O38716_9HIV1"	6	5.5	6.2	8	0.7	NA
"http://purl.uniprot.org/uniprot/O38732"	"O38732_9HIV1"	33	6.2	6.2	34	0	NA
"http://purl.uniprot.org/uniprot/O38896"	"O38896_9HIV1"	2	6.5	7.5	3	1	NA
"http://purl.uniprot.org/uniprot/O38907"	"O38907_9HIV1"	2	NA	NA	5	NA	NA
"http://purl.uniprot.org/uniprot/O39914"	"O39914_9HEPC"	3	5.7	6.5	6	0.8	NA
"http://purl.uniprot.org/uniprot/O39930"	"O39930_9HEPC"	2	NA	NA	3	NA	NA
"http://purl.uniprot.org/uniprot/O41026"	"O41026_PBCV1"	2	6.5	6.5	2	0	NA
"http://purl.uniprot.org/uniprot/O41026"	"O41026_CHVP1"	2	7.5	7.5	3	0	NA
"http://purl.uniprot.org/uniprot/O41094"	"O41094_PBCV1"	3	4.6	6.3	5	1.7	NA
"http://purl.uniprot.org/uniprot/O41156"	"THYX_PBCV1"	2	8.5	8.5	4	0	"Probable flavin-dependent thymidylate synthase"
"http://purl.uniprot.org/uniprot/O41925"	"O41925_MHV68"	4	4.1	6.1	1	2	NA
"http://purl.uniprot.org/uniprot/O41974"	"O41974_MHV68"	2	7	9	2	2	NA
"http://purl.uniprot.org/uniprot/O42187"	"PA24_AGKHP"	2	8.5	9.5	3	1	"Basic phospholipase A2 B"
"http://purl.uniprot.org/uniprot/O42807"	"FAEA_ASPNG"	6	4.5	10	7	5.5	"Feruloyl esterase A"
"http://purl.uniprot.org/uniprot/O42978"	"LSM5_SCHPO"	2	6.5	7.5	2	1	"U6 snRNA-associated Sm-like protein LSm5"
"http://purl.uniprot.org/uniprot/O43001"	"SYJ1_SCHPO"	2	8	8	3	0	"Inositol-1,4,5-trisphosphate 5-phosphatase 1"
"http://purl.uniprot.org/uniprot/O43044"	"NU120_SCHPO"	3	5.5	7.5	1	2	"Nucleoporin nup120"
"http://purl.uniprot.org/uniprot/O43070"	"NBS1_SCHPO"	7	4.6	6	5	1.4	"DNA repair and telomere maintenance protein nbs1"
"http://purl.uniprot.org/uniprot/O43148"	"MCES_HUMAN"	2	6.5	6.5	3	0	"mRNA cap guanine-N7 methyltransferase"
"http://purl.uniprot.org/uniprot/O43157"	"PLXB1_HUMAN"	8	7	8	6	1	"Plexin-B1"
"http://purl.uniprot.org/uniprot/O43189"	"PHF1_HUMAN"	3	7.5	7.5	1	0	"PHD finger protein 1"
"http://purl.uniprot.org/uniprot/O43252"	"PAPS1_HUMAN"	8	5	7.3	10	2.3	"Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1"
"http://purl.uniprot.org/uniprot/O43278"	"SPIT1_HUMAN"	4	8.5	8.5	7	0	"Kunitz-type protease inhibitor 1"
"http://purl.uniprot.org/uniprot/O43293"	"DAPK3_HUMAN"	6	6	8	11	2	"Death-associated protein kinase 3"
"http://purl.uniprot.org/uniprot/O43314"	"VIP2_HUMAN"	15	7	7	16	0	"Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2"
"http://purl.uniprot.org/uniprot/O43318"	"M3K7_HUMAN"	7	7	7.5	9	0.5	"Mitogen-activated protein kinase kinase kinase 7"
"http://purl.uniprot.org/uniprot/O43323"	"DHH_HUMAN"	5	8	8	8	0	"Desert hedgehog protein"
"http://purl.uniprot.org/uniprot/O43324"	"MCA3_HUMAN"	4	6.5	7.7	3	1.2	"Eukaryotic translation elongation factor 1 epsilon-1"
"http://purl.uniprot.org/uniprot/O43353"	"RIPK2_HUMAN"	9	4.6	8.5	10	3.9	"Receptor-interacting serine/threonine-protein kinase 2"
"http://purl.uniprot.org/uniprot/O43395"	"PRPF3_HUMAN"	2	NA	NA	0	NA	"U4/U6 small nuclear ribonucleoprotein Prp3"
"http://purl.uniprot.org/uniprot/O43396"	"TXNL1_HUMAN"	2	5	5	1	0	"Thioredoxin-like protein 1"
"http://purl.uniprot.org/uniprot/O43426"	"SYNJ1_HUMAN"	2	6.5	6.5	5	0	"Synaptojanin-1"
"http://purl.uniprot.org/uniprot/O43451"	"MGA_HUMAN"	12	6.5	7	13	0.5	"Maltase-glucoamylase, intestinal"
"http://purl.uniprot.org/uniprot/O43464"	"HTRA2_HUMAN"	2	5.6	5.8	2	0.2	"Serine protease HTRA2, mitochondrial"
"http://purl.uniprot.org/uniprot/O43504"	"HBXIP_HUMAN"	2	5.6	5.6	6	0	"Ragulator complex protein LAMTOR5"
"http://purl.uniprot.org/uniprot/O43516"	"WASIP_HUMAN"	2	7	7	5	0	"WAS/WASL-interacting protein family member 1"
"http://purl.uniprot.org/uniprot/O43521"	"BIM_HUMAN"	5	5.75	6.5	4	0.75	"Bcl-2-like protein 11"
"http://purl.uniprot.org/uniprot/O43521"	"B2L11_HUMAN"	15	4	8	9	4	"Bcl-2-like protein 11"
"http://purl.uniprot.org/uniprot/O43524"	"FOXO3_HUMAN"	2	NA	NA	1	NA	"Forkhead box protein O3"
"http://purl.uniprot.org/uniprot/O43557"	"TNF14_HUMAN"	6	5	8	6	3	"Tumor necrosis factor ligand superfamily member 14"
"http://purl.uniprot.org/uniprot/O43559"	"FRS3_HUMAN"	4	NA	NA	0	NA	"Fibroblast growth factor receptor substrate 3"
"http://purl.uniprot.org/uniprot/O43566"	"RGS14_HUMAN"	4	5	5.5	5	0.5	"Regulator of G-protein signaling 14"
